SPINNING_RESERVE_GEN_TPS_1,SPINNING_RESERVE_GEN_TPS_2,CommitGenSpinningReservesUp
Anhui-Wind-1081,2040.12.19.08,0.0
Anhui-Wind-1081,2040.12.19.12,0.0
Anhui-Wind-1081,2040.12.19.16,0.0
Anhui-Wind-1081,2040.12.19.20,0.0
Anhui-Wind-1081,2050.06.12.00,0.0
Anhui-Wind-1081,2050.06.12.04,0.0
Anhui-Wind-1081,2050.06.12.08,0.0
Anhui-Wind-1081,2050.06.12.12,0.0
Anhui-Wind-1081,2050.06.12.16,0.0
Anhui-Wind-1081,2050.06.12.20,0.0
Anhui-Wind-1081,2050.12.12.00,0.0
Anhui-Wind-1081,2050.12.12.04,0.0
Anhui-Wind-1081,2050.12.12.08,0.0
Anhui-Wind-1081,2050.12.12.12,0.0
Anhui-Wind-1081,2050.12.12.16,0.0
Anhui-Wind-1081,2050.12.12.20,0.0
Anhui-Wind-1082,2040.06.26.00,0.0
Anhui-Wind-1082,2040.06.26.04,0.0
Anhui-Wind-1082,2040.06.26.08,0.0
Anhui-Wind-1082,2040.06.26.12,0.0
Anhui-Wind-1082,2040.06.26.16,0.0
Anhui-Wind-1082,2040.06.26.20,0.0
Anhui-Wind-1082,2040.12.19.00,0.0
Anhui-Wind-1082,2040.12.19.04,0.0
Anhui-Wind-1082,2040.12.19.08,0.0
Anhui-Wind-1082,2040.12.19.12,0.0
Anhui-Wind-1082,2040.12.19.16,0.0
Anhui-Wind-1082,2040.12.19.20,0.0
Anhui-Wind-1082,2050.06.12.00,0.0
Anhui-Wind-1082,2050.06.12.04,0.0
Anhui-Wind-1082,2050.06.12.08,0.0
Anhui-Wind-1082,2050.06.12.12,0.0
Anhui-Wind-1082,2050.06.12.16,0.0
Anhui-Wind-1082,2050.06.12.20,0.0
Anhui-Wind-1082,2050.12.12.00,0.0
Anhui-Wind-1082,2050.12.12.04,0.0
Anhui-Wind-1082,2050.12.12.08,0.0
Anhui-Wind-1082,2050.12.12.12,0.0
Anhui-Wind-1082,2050.12.12.16,0.0
Anhui-Wind-1082,2050.12.12.20,0.0
Anhui-Wind-1083,2040.06.26.00,0.0
Anhui-Wind-1083,2040.06.26.04,0.0
Anhui-Wind-1083,2040.06.26.08,0.0
Anhui-Wind-1083,2040.06.26.12,0.0
Anhui-Wind-1083,2040.06.26.16,0.0
Anhui-Wind-1083,2040.06.26.20,0.0
Anhui-Wind-1083,2040.12.19.00,0.0
Anhui-Wind-1083,2040.12.19.04,0.0
Anhui-Wind-1083,2040.12.19.08,0.0
Anhui-Wind-1083,2040.12.19.12,0.0
Anhui-Wind-1083,2040.12.19.16,0.0
Anhui-Wind-1083,2040.12.19.20,0.0
Anhui-Wind-1083,2050.06.12.00,0.0
Anhui-Wind-1083,2050.06.12.04,0.0
Anhui-Wind-1083,2050.06.12.08,0.0
Anhui-Wind-1083,2050.06.12.12,0.0
Anhui-Wind-1083,2050.06.12.16,0.0
Anhui-Wind-1083,2050.06.12.20,0.0
Anhui-Wind-1083,2050.12.12.00,0.0
Anhui-Wind-1083,2050.12.12.04,0.0
Anhui-Wind-1083,2050.12.12.08,0.0
Anhui-Wind-1083,2050.12.12.12,0.0
Anhui-Wind-1083,2050.12.12.16,0.0
Anhui-Wind-1083,2050.12.12.20,0.0
Anhui-Wind-1155,2040.06.26.00,0.0
Anhui-Wind-1155,2040.06.26.04,0.0
Anhui-Wind-1155,2040.06.26.08,0.0
Anhui-Wind-1155,2040.06.26.12,0.0
Anhui-Wind-1155,2040.06.26.16,0.0
Anhui-Wind-1155,2040.06.26.20,0.0
Anhui-Wind-1155,2040.12.19.00,0.0
Anhui-Wind-1155,2040.12.19.04,0.0
Anhui-Wind-1155,2040.12.19.08,0.0
Anhui-Wind-1155,2040.12.19.12,0.0
Anhui-Wind-1155,2040.12.19.16,0.0
Anhui-Wind-1155,2040.12.19.20,0.0
Anhui-Wind-1155,2050.06.12.00,0.0
Anhui-Wind-1155,2050.06.12.04,0.0
Anhui-Wind-1155,2050.06.12.08,0.0
Anhui-Wind-1155,2050.06.12.12,0.0
Anhui-Wind-1155,2050.06.12.16,0.0
Anhui-Wind-1155,2050.06.12.20,0.0
Anhui-Wind-1155,2050.12.12.00,0.0
Anhui-Wind-1155,2050.12.12.04,0.0
Anhui-Wind-1155,2050.12.12.08,0.0
Anhui-Wind-1155,2050.12.12.12,0.0
Anhui-Wind-1155,2050.12.12.16,0.0
Anhui-Wind-1155,2050.12.12.20,0.0
Anhui-Wind-1158,2040.06.26.00,0.0
Anhui-Wind-1158,2040.06.26.04,0.0
Anhui-Wind-1158,2040.06.26.08,0.0
Anhui-Wind-1158,2040.06.26.12,0.0
Anhui-Wind-1158,2040.06.26.16,0.0
Anhui-Wind-1158,2040.06.26.20,0.0
Anhui-Wind-1158,2040.12.19.00,0.0
Anhui-Wind-1158,2040.12.19.04,0.0
Anhui-Wind-1158,2040.12.19.08,0.0
Anhui-Wind-1158,2040.12.19.12,0.0
Anhui-Wind-1158,2040.12.19.16,0.0
Anhui-Wind-1158,2040.12.19.20,0.0
Anhui-Wind-1158,2050.06.12.00,0.0
Anhui-Wind-1158,2050.06.12.04,0.0
Anhui-Wind-1158,2050.06.12.08,0.0
Anhui-Wind-1158,2050.06.12.12,0.0
Anhui-Wind-1158,2050.06.12.16,0.0
Anhui-Wind-1158,2050.06.12.20,0.0
Anhui-Wind-1158,2050.12.12.00,0.0
Anhui-Wind-1158,2050.12.12.04,0.0
Anhui-Wind-1158,2050.12.12.08,0.0
Anhui-Wind-1158,2050.12.12.12,0.0
Anhui-Wind-1158,2050.12.12.16,0.0
Anhui-Wind-1158,2050.12.12.20,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40078,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40078,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40103,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40103,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40131,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40131,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40160,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40160,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40186,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40186,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40214,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40214,2040.12.19.20,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.00,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.04,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.08,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.12,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.16,0.0
Anhui-Wind_EP-ep-40256,2040.06.26.20,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.00,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.04,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.08,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.12,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.16,0.0
Anhui-Wind_EP-ep-40256,2040.12.19.20,0.0
Fujian-Battery_Storage-11178,2040.06.26.00,-0.0
Fujian-Battery_Storage-11178,2040.06.26.04,-0.0
Fujian-Battery_Storage-11178,2040.06.26.08,-0.0
Fujian-Battery_Storage-11178,2040.06.26.12,-0.0
Fujian-Battery_Storage-11178,2040.06.26.16,-0.0
Fujian-Battery_Storage-11178,2040.06.26.20,-0.0
Fujian-Battery_Storage-11178,2040.12.19.00,-0.0
Fujian-Battery_Storage-11178,2040.12.19.04,-0.0
Fujian-Battery_Storage-11178,2040.12.19.08,-0.0
Fujian-Battery_Storage-11178,2040.12.19.12,-0.0
Fujian-Battery_Storage-11178,2040.12.19.16,-0.0
Fujian-Battery_Storage-11178,2040.12.19.20,0.0
Fujian-Battery_Storage-11178,2050.06.12.00,8956.914704077522
Fujian-Battery_Storage-11178,2050.06.12.04,8054.42807267633
Fujian-Battery_Storage-11178,2050.06.12.08,18865.66520007516
Fujian-Battery_Storage-11178,2050.06.12.12,18907.42120571799
Fujian-Battery_Storage-11178,2050.06.12.16,-0.0
Fujian-Battery_Storage-11178,2050.06.12.20,6333.534426224491
Fujian-Battery_Storage-11178,2050.12.12.00,9453.710602858997
Fujian-Battery_Storage-11178,2050.12.12.04,9453.710602858997
Fujian-Battery_Storage-11178,2050.12.12.08,9453.710602858997
Fujian-Battery_Storage-11178,2050.12.12.12,18907.42120571799
Fujian-Battery_Storage-11178,2050.12.12.16,9453.710602858997
Fujian-Battery_Storage-11178,2050.12.12.20,2202.714570466146
Fujian-Central_PV-407,2040.06.26.00,0.0
Fujian-Central_PV-407,2040.06.26.04,0.0
Fujian-Central_PV-407,2040.06.26.08,0.0
Fujian-Central_PV-407,2040.06.26.12,0.0
Fujian-Central_PV-407,2040.06.26.16,0.0
Fujian-Central_PV-407,2040.06.26.20,0.0
Fujian-Central_PV-407,2040.12.19.00,0.0
Fujian-Central_PV-407,2040.12.19.04,0.0
Fujian-Central_PV-407,2040.12.19.08,0.0
Fujian-Central_PV-407,2040.12.19.12,0.0
Fujian-Central_PV-407,2040.12.19.16,0.0
Fujian-Central_PV-407,2040.12.19.20,0.0
Fujian-Central_PV-407,2050.06.12.00,0.0
Fujian-Central_PV-407,2050.06.12.04,0.0
Fujian-Central_PV-407,2050.06.12.08,0.0
Fujian-Central_PV-407,2050.06.12.12,0.0
Fujian-Central_PV-407,2050.06.12.16,0.0
Fujian-Central_PV-407,2050.06.12.20,0.0
Fujian-Central_PV-407,2050.12.12.00,0.0
Fujian-Central_PV-407,2050.12.12.04,0.0
Fujian-Central_PV-407,2050.12.12.08,0.0
Fujian-Central_PV-407,2050.12.12.12,0.0
Fujian-Central_PV-407,2050.12.12.16,0.0
Fujian-Central_PV-407,2050.12.12.20,0.0
Fujian-Central_PV-408,2040.06.26.00,0.0
Fujian-Central_PV-408,2040.06.26.04,0.0
Fujian-Central_PV-408,2040.06.26.08,0.0
Fujian-Central_PV-408,2040.06.26.12,0.0
Fujian-Central_PV-408,2040.06.26.16,0.0
Fujian-Central_PV-408,2040.06.26.20,0.0
Fujian-Central_PV-408,2040.12.19.00,0.0
Fujian-Central_PV-408,2040.12.19.04,0.0
Fujian-Central_PV-408,2040.12.19.08,0.0
Fujian-Central_PV-408,2040.12.19.12,0.0
Fujian-Central_PV-408,2040.12.19.16,0.0
Fujian-Central_PV-408,2040.12.19.20,0.0
Fujian-Central_PV-408,2050.06.12.00,0.0
Fujian-Central_PV-408,2050.06.12.04,0.0
Fujian-Central_PV-408,2050.06.12.08,0.0
Fujian-Central_PV-408,2050.06.12.12,0.0
Fujian-Central_PV-408,2050.06.12.16,0.0
Fujian-Central_PV-408,2050.06.12.20,0.0
Fujian-Central_PV-408,2050.12.12.00,0.0
Fujian-Central_PV-408,2050.12.12.04,0.0
Fujian-Central_PV-408,2050.12.12.08,0.0
Fujian-Central_PV-408,2050.12.12.12,0.0
Fujian-Central_PV-408,2050.12.12.16,0.0
Fujian-Central_PV-408,2050.12.12.20,0.0
Fujian-Central_PV-409,2040.06.26.00,0.0
Fujian-Central_PV-409,2040.06.26.04,0.0
Fujian-Central_PV-409,2040.06.26.08,0.0
Fujian-Central_PV-409,2040.06.26.12,0.0
Fujian-Central_PV-409,2040.06.26.16,0.0
Fujian-Central_PV-409,2040.06.26.20,0.0
Fujian-Central_PV-409,2040.12.19.00,0.0
Fujian-Central_PV-409,2040.12.19.04,0.0
Fujian-Central_PV-409,2040.12.19.08,0.0
Fujian-Central_PV-409,2040.12.19.12,0.0
Fujian-Central_PV-409,2040.12.19.16,0.0
Fujian-Central_PV-409,2040.12.19.20,0.0
Fujian-Central_PV-409,2050.06.12.00,0.0
Fujian-Central_PV-409,2050.06.12.04,0.0
Fujian-Central_PV-409,2050.06.12.08,0.0
Fujian-Central_PV-409,2050.06.12.12,0.0
Fujian-Central_PV-409,2050.06.12.16,0.0
Fujian-Central_PV-409,2050.06.12.20,0.0
Fujian-Central_PV-409,2050.12.12.00,0.0
Fujian-Central_PV-409,2050.12.12.04,0.0
Fujian-Central_PV-409,2050.12.12.08,0.0
Fujian-Central_PV-409,2050.12.12.12,0.0
Fujian-Central_PV-409,2050.12.12.16,0.0
Fujian-Central_PV-409,2050.12.12.20,0.0
Fujian-Central_PV-410,2040.06.26.00,0.0
Fujian-Central_PV-410,2040.06.26.04,0.0
Fujian-Central_PV-410,2040.06.26.08,0.0
Fujian-Central_PV-410,2040.06.26.12,0.0
Fujian-Central_PV-410,2040.06.26.16,0.0
Fujian-Central_PV-410,2040.06.26.20,0.0
Fujian-Central_PV-410,2040.12.19.00,0.0
Fujian-Central_PV-410,2040.12.19.04,0.0
Fujian-Central_PV-410,2040.12.19.08,0.0
Fujian-Central_PV-410,2040.12.19.12,0.0
Fujian-Central_PV-410,2040.12.19.16,0.0
Fujian-Central_PV-410,2040.12.19.20,0.0
Fujian-Central_PV-410,2050.06.12.00,0.0
Fujian-Central_PV-410,2050.06.12.04,0.0
Fujian-Central_PV-410,2050.06.12.08,0.0
Fujian-Central_PV-410,2050.06.12.12,0.0
Fujian-Central_PV-410,2050.06.12.16,0.0
Fujian-Central_PV-410,2050.06.12.20,0.0
Fujian-Central_PV-410,2050.12.12.00,0.0
Fujian-Central_PV-410,2050.12.12.04,0.0
Fujian-Central_PV-410,2050.12.12.08,0.0
Fujian-Central_PV-410,2050.12.12.12,0.0
Fujian-Central_PV-410,2050.12.12.16,0.0
Fujian-Central_PV-410,2050.12.12.20,0.0
Fujian-Central_PV-411,2040.06.26.00,0.0
Fujian-Central_PV-411,2040.06.26.04,0.0
Fujian-Central_PV-411,2040.06.26.08,0.0
Fujian-Central_PV-411,2040.06.26.12,0.0
Fujian-Central_PV-411,2040.06.26.16,0.0
Fujian-Central_PV-411,2040.06.26.20,0.0
Fujian-Central_PV-411,2040.12.19.00,0.0
Fujian-Central_PV-411,2040.12.19.04,0.0
Fujian-Central_PV-411,2040.12.19.08,0.0
Fujian-Central_PV-411,2040.12.19.12,0.0
Fujian-Central_PV-411,2040.12.19.16,0.0
Fujian-Central_PV-411,2040.12.19.20,0.0
Fujian-Central_PV-411,2050.06.12.00,0.0
Fujian-Central_PV-411,2050.06.12.04,0.0
Fujian-Central_PV-411,2050.06.12.08,0.0
Fujian-Central_PV-411,2050.06.12.12,0.0
Fujian-Central_PV-411,2050.06.12.16,0.0
Fujian-Central_PV-411,2050.06.12.20,0.0
Fujian-Central_PV-411,2050.12.12.00,0.0
Fujian-Central_PV-411,2050.12.12.04,0.0
Fujian-Central_PV-411,2050.12.12.08,0.0
Fujian-Central_PV-411,2050.12.12.12,0.0
Fujian-Central_PV-411,2050.12.12.16,0.0
Fujian-Central_PV-411,2050.12.12.20,0.0
Fujian-Central_PV-600,2040.06.26.00,0.0
Fujian-Central_PV-600,2040.06.26.04,0.0
Fujian-Central_PV-600,2040.06.26.08,0.0
Fujian-Central_PV-600,2040.06.26.12,0.0
Fujian-Central_PV-600,2040.06.26.16,0.0
Fujian-Central_PV-600,2040.06.26.20,0.0
Fujian-Central_PV-600,2040.12.19.00,0.0
Fujian-Central_PV-600,2040.12.19.04,0.0
Fujian-Central_PV-600,2040.12.19.08,0.0
Fujian-Central_PV-600,2040.12.19.12,0.0
Fujian-Central_PV-600,2040.12.19.16,0.0
Fujian-Central_PV-600,2040.12.19.20,0.0
Fujian-Central_PV-600,2050.06.12.00,0.0
Fujian-Central_PV-600,2050.06.12.04,0.0
Fujian-Central_PV-600,2050.06.12.08,0.0
Fujian-Central_PV-600,2050.06.12.12,0.0
Fujian-Central_PV-600,2050.06.12.16,0.0
Fujian-Central_PV-600,2050.06.12.20,0.0
Fujian-Central_PV-600,2050.12.12.00,0.0
Fujian-Central_PV-600,2050.12.12.04,0.0
Fujian-Central_PV-600,2050.12.12.08,0.0
Fujian-Central_PV-600,2050.12.12.12,0.0
Fujian-Central_PV-600,2050.12.12.16,0.0
Fujian-Central_PV-600,2050.12.12.20,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50028,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50028,2040.12.19.20,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50057,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50057,2040.12.19.20,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50086,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50086,2040.12.19.20,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50116,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50116,2040.12.19.20,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50147,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50147,2040.12.19.20,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.00,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.04,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.08,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.12,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.16,0.0
Fujian-Central_PV_EP-ep-50175,2040.06.26.20,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.00,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.04,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.08,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.12,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.16,0.0
Fujian-Central_PV_EP-ep-50175,2040.12.19.20,0.0
Fujian-Commercial_PV-10,2040.06.26.00,0.0
Fujian-Commercial_PV-10,2040.06.26.04,0.0
Fujian-Commercial_PV-10,2040.06.26.08,0.0
Fujian-Commercial_PV-10,2040.06.26.12,0.0
Fujian-Commercial_PV-10,2040.06.26.16,0.0
Fujian-Commercial_PV-10,2040.06.26.20,0.0
Fujian-Commercial_PV-10,2040.12.19.00,0.0
Fujian-Commercial_PV-10,2040.12.19.04,0.0
Fujian-Commercial_PV-10,2040.12.19.08,0.0
Fujian-Commercial_PV-10,2040.12.19.12,0.0
Fujian-Commercial_PV-10,2040.12.19.16,0.0
Fujian-Commercial_PV-10,2040.12.19.20,0.0
Fujian-Commercial_PV-10,2050.06.12.00,0.0
Fujian-Commercial_PV-10,2050.06.12.04,0.0
Fujian-Commercial_PV-10,2050.06.12.08,0.0
Fujian-Commercial_PV-10,2050.06.12.12,0.0
Fujian-Commercial_PV-10,2050.06.12.16,0.0
Fujian-Commercial_PV-10,2050.06.12.20,0.0
Fujian-Commercial_PV-10,2050.12.12.00,0.0
Fujian-Commercial_PV-10,2050.12.12.04,0.0
Fujian-Commercial_PV-10,2050.12.12.08,0.0
Fujian-Commercial_PV-10,2050.12.12.12,0.0
Fujian-Commercial_PV-10,2050.12.12.16,0.0
Fujian-Commercial_PV-10,2050.12.12.20,0.0
Fujian-Commercial_PV-11,2040.06.26.00,0.0
Fujian-Commercial_PV-11,2040.06.26.04,0.0
Fujian-Commercial_PV-11,2040.06.26.08,0.0
Fujian-Commercial_PV-11,2040.06.26.12,0.0
Fujian-Commercial_PV-11,2040.06.26.16,0.0
Fujian-Commercial_PV-11,2040.06.26.20,0.0
Fujian-Commercial_PV-11,2040.12.19.00,0.0
Fujian-Commercial_PV-11,2040.12.19.04,0.0
Fujian-Commercial_PV-11,2040.12.19.08,0.0
Fujian-Commercial_PV-11,2040.12.19.12,0.0
Fujian-Commercial_PV-11,2040.12.19.16,0.0
Fujian-Commercial_PV-11,2040.12.19.20,0.0
Fujian-Commercial_PV-11,2050.06.12.00,0.0
Fujian-Commercial_PV-11,2050.06.12.04,0.0
Fujian-Commercial_PV-11,2050.06.12.08,0.0
Fujian-Commercial_PV-11,2050.06.12.12,0.0
Fujian-Commercial_PV-11,2050.06.12.16,0.0
Fujian-Commercial_PV-11,2050.06.12.20,0.0
Fujian-Commercial_PV-11,2050.12.12.00,0.0
Fujian-Commercial_PV-11,2050.12.12.04,0.0
Fujian-Commercial_PV-11,2050.12.12.08,0.0
Fujian-Commercial_PV-11,2050.12.12.12,0.0
Fujian-Commercial_PV-11,2050.12.12.16,0.0
Fujian-Commercial_PV-11,2050.12.12.20,0.0
Fujian-Commercial_PV-200,2040.06.26.00,0.0
Fujian-Commercial_PV-200,2040.06.26.04,0.0
Fujian-Commercial_PV-200,2040.06.26.08,0.0
Fujian-Commercial_PV-200,2040.06.26.12,0.0
Fujian-Commercial_PV-200,2040.06.26.16,0.0
Fujian-Commercial_PV-200,2040.06.26.20,0.0
Fujian-Commercial_PV-200,2040.12.19.00,0.0
Fujian-Commercial_PV-200,2040.12.19.04,0.0
Fujian-Commercial_PV-200,2040.12.19.08,0.0
Fujian-Commercial_PV-200,2040.12.19.12,0.0
Fujian-Commercial_PV-200,2040.12.19.16,0.0
